Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
EA14;<3468, 5, 958>;False;1;662;0;0;1;50;3163;89;2549;104;86;2909;31;1927;52;57;2067;87;3385;41;66;79;51;63;749
EA2;<3468, 5, 958>;True;172;549;180;-20;12;7.75;2545;40;1839;66;50;3682;23;623;52;34;2299;36;2574;80;31;86;96;89;149
EA186;<3468, 5, 958>;False;101;793;160;-60;1;50;3355;7;3381;72;74;3814;26;203;41;20;2203;11;2751;70;26;41;17;63;1059
EA180;<3468, 5, 958>;False;169;726;280;-120;9;10.03;1765;64;2319;46;34;1258;12;339;74;66;2491;20;2390;45;31;93;79;0;2093
EA165;<3468, 5, 958>;True;199;382;180;-10;29;3.25;1721;77;2245;78;82;3121;9;3360;14;41;3472;57;1387;62;59;14;39;20;276
EA154;<3468, 5, 958>;False;31;589;40;-10;1;50;3066;69;1444;61;61;1765;39;1061;70;96;2317;59;2539;79;47;90;48;86;847
EA142;<3468, 5, 958>;False;31;534;60;-30;1;50;2054;59;2166;68;69;2125;13;1493;35;69;373;36;1727;13;26;40;32;60;765
EA124;<3468, 5, 958>;False;291;1085;400;-110;1;50;2546;55;3004;75;67;3226;23;2946;70;68;2498;100;3910;34;64;79;70;78;398
EA135;<3468, 5, 958>;True;169;615;180;-20;9;10.68;2310;65;2568;73;53;3074;18;2140;89;73;2750;85;2617;55;52;81;82;72;589
EA127;<3468, 5, 958>;True;292;755;300;-20;12;7.84;2928;28;2866;80;79;3172;22;1553;90;67;1898;10;3080;59;31;37;13;87;585
EA103;<3468, 5, 958>;False;171;985;240;-70;1;50;2845;92;1036;36;71;4000;19;2171;106;75;3288;77;1088;78;52;97;83;23;1029
EA92;<3468, 5, 958>;False;71;709;140;-70;1;50;3408;9;3473;47;84;2692;27;1599;63;39;1983;64;1912;29;26;6;22;73;1241
EA91;<3468, 5, 958>;False;41;665;60;-20;1;50;2121;53;100;5;81;3502;50;1518;44;56;1154;30;3746;26;57;9;52;22;1004
EA85;<3468, 5, 958>;False;111;611;160;-50;1;50;3744;100;1577;84;95;2705;12;2914;42;49;3887;62;1431;71;60;42;37;56;849
EA80;<3468, 5, 958>;True;407;804;460;-60;7;13.93;3129;35;2742;59;53;1923;12;1465;60;47;1741;59;2665;33;34;18;10;94;688
EA78;<3468, 5, 958>;False;51;688;100;-50;1;50;2087;55;1692;70;38;3335;28;1284;70;52;2317;68;2099;19;26;88;62;17;508
EA75;<3468, 5, 958>;False;1;637;0;0;1;50;3873;92;1545;68;97;2050;19;2330;71;52;960;46;2724;47;63;89;17;43;1464
EA66;<3468, 5, 958>;False;121;841;180;-60;1;50;2278;45;1977;59;53;2584;16;2239;46;46;2172;54;1777;28;28;7;0;97;1626
EA60;<3468, 5, 958>;False;131;726;160;-30;1;50;1342;46;2249;45;42;3340;30;541;21;74;3678;5;100;43;136;59;0;0;4000
EA50;<3468, 5, 958>;False;261;768;380;-130;11;8.29;2505;70;999;37;79;4000;21;619;81;117;1252;5;4000;16;42;24;59;23;1029
EA37;<3468, 5, 958>;True;361;934;400;-50;11;8.55;2425;59;2859;83;85;3003;23;1930;93;71;1921;66;3871;29;62;100;95;99;145
EA46;<3468, 5, 958>;False;71;669;100;-30;1;50;1530;39;2313;78;21;2174;29;2287;83;70;1602;55;1945;30;47;52;47;0;2061
EA44;<3468, 5, 958>;False;41;671;80;-40;1;50;1629;35;969;47;56;2239;26;2879;101;80;827;45;1792;33;44;47;53;33;300
EA19;<3468, 5, 958>;False;151;933;240;-90;1;50;2509;55;2869;89;89;2913;24;1965;89;73;1872;73;4000;15;75;100;100;100;100
EA24;<3468, 5, 958>;False;181;807;240;-60;1;50;2227;46;3092;66;57;3058;22;2994;65;68;2468;104;3947;30;62;77;54;78;544
EA25;<3468, 5, 958>;False;121;808;220;-100;1;50;1533;38;2077;72;29;1473;13;993;45;67;2008;84;3555;44;62;52;47;0;2087
EA27;<3468, 5, 958>;False;81;755;120;-40;1;50;1547;29;966;42;65;2222;31;2375;86;71;1402;41;1148;24;40;64;62;21;273
EA13;<3468, 5, 958>;False;31;695;40;-10;1;50;1705;38;2497;61;28;1311;10;920;43;67;1881;51;3498;35;60;19;75;9;1538
EA1;<3468, 5, 958>;True;138;584;120;0;18;5.31;3503;24;3048;73;81;3265;20;1741;69;59;2210;61;2766;58;49;91;100;73;364
EA190;<3468, 5, 958>;False;121;847;180;-60;1;50;2281;48;2254;71;71;2004;34;2914;98;85;1814;42;1109;29;41;6;26;34;531
EA183;<3468, 5, 958>;False;1;779;0;0;1;50;3118;55;1900;80;84;752;8;518;29;67;1814;85;3781;41;60;50;46;16;1780
EA172;<3468, 5, 958>;True;142;649;140;-10;12;8.13;851;75;417;45;37;3277;27;1126;65;55;2102;51;3616;41;50;23;0;84;692
EA131;<3468, 5, 958>;False;91;702;160;-70;1;50;673;29;473;58;36;1793;16;2297;43;92;2295;17;2111;58;43;29;14;68;1115
EA113;<3468, 5, 958>;False;151;1045;240;-90;1;50;2376;44;1896;78;45;3614;21;918;66;48;2583;71;2899;79;61;93;97;60;100
EA98;<3468, 5, 958>;False;1;683;0;0;1;50;2614;57;2374;70;87;3750;17;345;59;30;2173;50;2606;68;60;65;50;73;1114
EA93;<3468, 5, 958>;True;162;217;100;0;62;1.49;1832;75;2570;81;94;3140;5;4000;5;33;4000;54;1178;67;68;60;67;38;434
EA86;<3468, 5, 958>;True;131;435;120;0;11;8.94;2633;27;2233;62;33;3826;26;224;41;21;2116;5;2547;86;8;0;0;100;1367
EA76;<3468, 5, 958>;True;229;800;260;-40;9;10.42;3051;28;2905;79;80;3112;22;1650;88;68;100;48;2963;57;44;65;45;69;751
EA42;<3468, 5, 958>;False;51;767;100;-50;1;50;3000;10;2943;56;74;1983;34;2523;72;67;1999;63;1931;29;27;100;94;65;282
EA34;<3468, 5, 958>;False;131;986;200;-70;1;50;4000;68;4000;5;77;3766;25;394;43;25;2394;19;2935;62;49;55;12;85;1018
EA35;<3468, 5, 958>;False;121;818;180;-60;1;50;3153;12;3586;27;16;3373;24;100;93;16;1679;76;1614;91;50;81;8;0;2647
EA11;<3468, 5, 958>;False;1;697;0;0;1;50;913;25;499;74;28;2415;17;1216;59;42;2188;34;2454;65;38;28;26;59;1517
EA193;<3468, 5, 958>;False;1;632;0;0;1;50;2469;34;2390;66;48;1253;5;1976;85;52;1985;55;917;44;39;38;25;17;3134
EA176;<3468, 5, 958>;True;467;912;560;-100;7;13.45;3289;31;2525;65;58;1956;10;1432;60;48;1917;59;2437;34;33;16;10;96;637
EA179;<3468, 5, 958>;False;51;728;80;-30;1;50;1644;84;1770;66;72;3213;44;2348;44;58;2967;18;719;47;78;100;0;0;3713
EA174;<3468, 5, 958>;False;131;747;200;-70;1;50;3167;88;2223;124;122;3378;35;295;83;13;2147;7;2023;30;94;100;84;100;100
EA175;<3468, 5, 958>;False;1;652;0;0;1;50;2709;37;2676;58;58;3404;36;2253;53;49;3695;94;2517;61;51;81;68;16;2121
EA169;<3468, 5, 958>;False;61;554;100;-40;1;50;2030;21;1494;55;49;2333;13;1707;46;68;1481;42;1708;30;39;44;38;48;617
EA153;<3468, 5, 958>;True;245;434;220;-30;55;1.7;1758;74;2188;77;77;3017;5;4000;5;35;3606;55;1304;67;62;21;41;19;299
EA136;<3468, 5, 958>;False;1;827;0;0;1;50;1697;63;1407;80;35;2430;10;2410;64;57;1719;56;1027;36;38;38;30;9;3194
EA110;<3468, 5, 958>;False;101;728;180;-80;1;50;2845;92;1036;36;71;4000;19;2171;106;75;3288;77;1088;78;52;97;83;23;1029
EA94;<3468, 5, 958>;False;71;728;100;-30;1;50;1162;112;954;51;18;2429;49;1539;56;48;2176;49;1999;25;16;100;89;0;2159
EA57;<3468, 5, 958>;False;131;823;180;-50;1;50;1869;51;733;24;64;3482;39;825;22;80;2799;22;1569;44;94;45;0;0;4000
EA38;<3468, 5, 958>;False;191;981;280;-90;1;50;2623;59;2291;80;48;2735;20;2790;57;71;2652;86;2578;41;45;54;47;73;777
EA29;<3468, 5, 958>;False;191;893;380;-190;1;50;1888;16;2567;67;9;1455;12;889;46;66;2305;78;3313;50;59;52;46;1;2087
EA21;<3468, 5, 958>;True;168;790;160;0;8;12.02;2494;60;2377;86;39;3034;18;2388;82;77;2843;89;2558;58;51;76;82;68;679
EA15;<3468, 5, 958>;False;111;759;160;-50;1;50;2008;64;1698;62;62;3306;27;1082;51;39;2207;26;3120;62;29;18;0;100;1787
EA3;<3468, 5, 958>;False;1;665;0;0;1;50;2702;44;2759;67;31;3110;19;1868;84;63;2054;80;1918;80;50;80;18;9;2376
EA192;<3468, 5, 958>;False;161;808;240;-80;1;50;3225;45;2413;60;80;3968;20;1680;90;61;3535;84;750;81;51;46;24;65;1010
EA191;<3468, 5, 958>;False;1;764;0;0;1;50;1987;57;2289;73;39;4000;46;100;5;89;2937;69;2024;53;67;55;15;13;3357
EA167;<3468, 5, 958>;False;111;779;160;-50;1;50;3086;15;3453;27;16;3369;25;205;90;18;2153;44;3515;5;31;59;21;7;2177
EA160;<3468, 5, 958>;True;155;625;160;-20;15;6.29;2710;65;3445;31;36;4000;19;2046;108;75;2437;69;1909;44;39;92;52;0;682
EA126;<3468, 5, 958>;False;111;865;200;-90;1;50;3393;35;3034;59;64;2107;25;1115;42;32;1723;74;2812;36;37;27;17;83;634
EA108;<3468, 5, 958>;False;101;692;160;-60;1;50;2201;68;2549;74;77;2214;31;2238;48;67;2787;62;1885;67;59;2;41;9;677
EA101;<3468, 5, 958>;True;164;652;160;-10;14;6.89;2486;50;1573;69;63;3503;21;1125;68;52;2515;73;2607;73;59;90;100;89;100
EA89;<3468, 5, 958>;False;161;839;280;-120;1;50;2857;63;1867;65;80;3035;24;1915;81;65;2004;61;2979;44;70;61;38;73;748
EA99;<3468, 5, 958>;False;61;565;100;-40;1;50;2594;26;2092;63;63;2583;21;1767;60;47;2888;62;1298;39;25;25;16;78;1186
EA95;<3468, 5, 958>;False;61;655;80;-20;1;50;1644;84;1770;66;72;3213;44;2348;44;58;2967;18;719;47;78;100;0;0;3713
EA71;<3468, 5, 958>;False;101;830;180;-80;1;50;3180;29;3979;43;53;2125;45;1990;61;38;2022;64;2311;14;23;70;0;7;2366
EA59;<3468, 5, 958>;False;71;771;120;-50;1;50;2652;68;1198;45;45;3099;39;812;50;62;1990;113;3065;46;31;98;77;0;347
EA45;<3468, 5, 958>;False;111;786;160;-50;1;50;3921;5;3993;55;100;2721;34;1675;45;55;1810;70;2945;53;70;87;58;11;1320
EA17;<3468, 5, 958>;True;141;629;160;-30;11;8.84;2815;28;2447;57;33;3500;28;562;43;30;1827;5;2789;92;5;9;5;95;1293
EA4;<3468, 5, 958>;False;101;734;140;-40;1;50;1363;70;1211;58;53;3577;33;251;35;38;2675;5;2814;82;14;38;14;87;588
EA164;<3468, 5, 958>;True;159;611;160;-10;9;10.24;2440;103;1132;67;84;3295;26;1217;55;44;2668;7;3065;102;62;90;46;33;729
EA161;<3468, 5, 958>;False;51;665;100;-50;1;50;3043;34;3857;32;64;3253;24;1691;89;67;2892;73;2346;68;42;61;45;86;616
EA168;<3468, 5, 958>;True;158;332;140;-10;28;3.44;1721;77;2245;78;82;3121;9;3360;14;41;3472;57;1387;62;59;14;39;20;276
EA158;<3468, 5, 958>;False;61;643;100;-40;1;50;2788;14;2057;59;58;2332;26;1025;81;49;3216;59;1348;51;44;25;14;82;1252
EA144;<3468, 5, 958>;False;101;883;160;-60;1;50;754;5;4000;7;29;3555;38;100;80;5;2481;31;1319;51;77;71;29;0;2162
EA132;<3468, 5, 958>;False;131;723;160;-30;1;50;2211;69;1569;53;21;3066;39;1744;82;57;2271;68;1964;7;17;87;61;7;478
EA106;<3468, 5, 958>;False;1;727;0;0;1;50;1055;8;3476;29;28;3210;35;1234;73;43;2312;50;2423;50;43;15;52;40;1453
EA112;<3468, 5, 958>;False;31;533;60;-30;1;50;2300;38;2108;62;64;2651;20;2171;51;48;2058;39;1562;53;41;29;15;73;1314
EA107;<3468, 5, 958>;True;137;447;120;0;17;5.59;3076;49;4000;7;68;3080;17;1803;74;78;1998;72;2381;65;45;100;100;100;100
EA105;<3468, 5, 958>;True;135;490;120;0;15;6.27;1977;42;1133;80;46;4000;17;2242;116;81;3447;71;893;77;48;95;74;0;1458
EA83;<3468, 5, 958>;False;81;752;120;-40;1;50;2337;32;2181;60;31;2687;32;1508;24;25;2006;86;2757;35;40;98;78;0;120
EA81;<3468, 5, 958>;False;31;700;40;-10;1;50;4000;5;4000;71;102;2431;48;1657;44;51;2217;17;2509;70;29;49;26;78;881
EA62;<3468, 5, 958>;False;111;743;140;-30;1;50;2522;63;2293;85;40;2494;30;2051;79;65;2447;41;3867;44;42;72;81;69;648
EA67;<3468, 5, 958>;True;241;440;200;-10;51;1.85;2599;24;3084;54;44;2084;5;1254;6;77;2257;31;1446;53;73;58;37;0;2274
EA54;<3468, 5, 958>;False;111;809;180;-70;1;50;2386;77;1392;48;63;2832;26;1994;70;72;100;42;3008;56;44;65;16;0;1419
EA52;<3468, 5, 958>;True;175;538;180;-20;15;6.5;2310;63;2483;77;71;3292;17;2793;50;55;1720;66;4000;29;69;100;100;100;100
EA43;<3468, 5, 958>;False;131;788;200;-70;1;50;3610;82;3281;118;101;3951;25;3200;90;63;2269;98;3760;35;53;72;44;100;100
EA48;<3468, 5, 958>;False;1;667;0;0;1;50;1530;104;100;46;14;3333;61;2185;53;65;3030;25;1267;32;78;13;53;18;1477
EA49;<3468, 5, 958>;True;153;493;140;0;13;7.25;2681;45;3895;17;54;3261;22;2061;96;75;2134;76;3593;27;68;100;100;94;100
EA33;<3468, 5, 958>;True;162;791;160;-10;12;8.16;2517;75;1418;53;54;4000;21;2706;134;78;1947;83;3559;42;63;93;77;20;1099
EA32;<3468, 5, 958>;False;1;668;0;0;1;50;802;36;1875;75;6;826;10;1234;46;80;2032;71;3310;48;59;43;31;29;1684
EA20;<3468, 5, 958>;False;111;796;160;-50;1;50;1484;38;1498;36;42;2047;33;838;38;27;2920;58;1334;45;28;0;0;100;661
EA26;<3468, 5, 958>;False;151;721;200;-50;1;50;3623;34;2930;68;97;2321;36;2077;53;46;3576;54;967;68;78;21;23;72;923
EA16;<3468, 5, 958>;False;1;695;0;0;1;50;1441;5;3975;40;52;4000;81;2207;75;86;1879;43;1974;67;50;11;53;13;1133
EA7;<3468, 5, 958>;True;253;762;240;0;13;7.19;2489;59;1598;73;74;2930;19;2758;64;72;2739;71;2604;56;67;74;63;92;235
EA10;<3468, 5, 958>;False;121;745;180;-60;1;50;2131;34;1511;60;12;2423;39;2003;14;48;2449;62;2920;72;70;80;5;16;1920
EA199;<3468, 5, 958>;False;141;793;240;-100;1;50;422;76;206;72;50;1496;5;1862;80;52;1301;42;370;29;34;37;23;1;3885
EA194;<3468, 5, 958>;False;131;888;200;-70;1;50;3434;5;4000;5;6;3012;28;1957;78;63;2066;74;1698;60;45;79;0;0;3119
EA197;<3468, 5, 958>;False;1;618;0;0;1;50;1524;45;1560;68;25;2220;18;1236;38;72;1390;62;2688;71;50;82;34;40;1174
EA171;<3468, 5, 958>;False;188;756;280;-110;18;5.44;1765;64;2319;46;34;1258;12;339;74;66;2491;20;2390;45;31;93;79;0;2093
EA182;<3468, 5, 958>;True;135;445;140;-20;15;6.24;1319;90;1576;101;92;3975;17;2296;109;79;3567;51;1211;61;61;0;16;0;340
EA173;<3468, 5, 958>;False;111;598;160;-50;1;50;3942;66;1999;36;91;2062;19;1262;32;70;1281;57;3014;44;60;100;98;0;100
EA157;<3468, 5, 958>;False;1;648;0;0;1;50;3050;35;2796;71;56;2882;22;1646;92;73;195;29;2803;69;41;59;76;52;1308
EA156;<3468, 5, 958>;True;195;627;200;-20;15;6.56;2765;50;4000;19;64;3870;20;2191;105;76;250;9;3359;67;80;100;100;90;100
EA104;<3468, 5, 958>;False;141;729;240;-100;1;50;3129;35;2742;59;53;1923;12;1465;60;47;1741;59;2665;33;34;18;10;94;688
EA100;<3468, 5, 958>;False;71;618;120;-50;1;50;3022;40;2512;64;51;2450;15;1648;38;75;100;34;2749;70;40;63;17;0;1459
EA88;<3468, 5, 958>;True;96;378;80;0;16;5.92;2494;60;2377;86;39;3034;18;2388;82;77;2843;89;2558;58;51;76;82;68;679
EA82;<3468, 5, 958>;True;171;684;180;-20;11;8.47;2737;97;1020;43;76;3540;24;592;39;29;2819;45;2100;81;54;98;44;10;1078
EA72;<3468, 5, 958>;False;121;731;180;-60;1;50;3293;102;2220;138;143;3226;38;319;97;10;2119;5;2481;79;18;98;83;100;112
EA69;<3468, 5, 958>;True;208;780;220;-20;8;11.82;498;124;498;64;108;3587;39;468;32;18;2255;26;2639;52;32;33;2;18;3573
EA65;<3468, 5, 958>;False;232;900;380;-180;32;3;1993;50;2031;81;27;1487;13;1007;45;67;1788;84;3854;38;65;59;26;0;1791
EA58;<3468, 5, 958>;False;1;637;0;0;1;50;1922;19;1533;83;24;2654;17;1133;49;46;2925;118;2239;70;78;13;75;24;3106
EA22;<3468, 5, 958>;True;401;852;480;-90;11;8.85;1538;57;1683;23;41;2117;6;1259;62;53;2851;58;1303;38;23;16;0;91;567
EA9;<3468, 5, 958>;False;151;745;200;-50;1;50;1972;30;1618;53;5;2379;43;756;23;16;1733;105;3044;42;42;88;63;7;450
EA166;<3468, 5, 958>;True;249;851;280;-40;9;10.26;3264;41;2554;63;82;3868;24;100;41;18;2093;42;2714;61;54;30;5;79;1005
EA159;<3468, 5, 958>;False;171;755;280;-110;1;50;1730;74;2261;70;71;2724;9;2716;26;46;3254;48;1609;58;52;51;57;10;1128
EA146;<3468, 5, 958>;False;131;924;200;-70;1;50;2686;37;1681;75;82;3285;29;1339;68;51;2465;71;2468;58;49;89;86;61;249
EA147;<3468, 5, 958>;False;1;798;0;0;1;50;1533;51;2211;59;32;2853;7;3443;66;55;2722;101;2949;59;42;48;7;5;3532
EA152;<3468, 5, 958>;True;120;587;120;-10;10;9.69;2635;82;2023;42;70;3753;30;1951;102;56;2408;39;3841;43;42;0;50;100;100
EA151;<3468, 5, 958>;True;150;481;140;0;10;9.25;2456;76;961;53;57;3639;31;1084;94;87;435;30;3697;14;67;60;75;0;1264
EA141;<3468, 5, 958>;True;148;354;120;0;28;3.38;1946;58;2039;68;52;3059;11;3150;14;38;3813;47;1053;65;61;22;42;18;270
EA130;<3468, 5, 958>;False;141;813;180;-40;1;50;652;33;212;60;36;3649;37;905;74;92;1534;9;3453;33;38;91;77;48;821
EA119;<3468, 5, 958>;False;1;815;0;0;1;50;2487;63;1323;56;46;2674;20;1013;40;56;929;50;2784;74;44;78;53;59;1306
EA118;<3468, 5, 958>;False;111;650;140;-30;1;50;1915;83;1090;49;12;2300;16;1576;67;51;2221;67;1999;5;14;46;35;64;771
EA114;<3468, 5, 958>;False;101;747;140;-40;1;50;2381;42;2599;73;60;2875;27;1398;54;49;1845;65;3086;50;36;74;19;6;945
EA79;<3468, 5, 958>;False;91;720;120;-30;1;50;4000;5;3960;67;93;2121;42;1743;62;60;2504;46;2308;39;25;3;0;100;1450
EA77;<3468, 5, 958>;False;101;720;140;-40;1;50;2386;38;2186;60;63;2804;33;819;76;38;2319;37;1772;58;43;29;16;70;1362
EA51;<3468, 5, 958>;False;101;801;200;-100;1;50;1100;63;942;74;59;2490;17;1710;91;64;1276;24;2038;33;41;32;21;0;4000
EA40;<3468, 5, 958>;True;260;841;280;-30;10;9.46;1363;70;1211;58;53;3577;33;251;35;38;2675;5;2814;82;14;38;14;87;588
EA8;<3468, 5, 958>;False;141;732;180;-40;1;50;100;10;100;71;61;2907;21;1747;91;70;2092;29;2947;45;56;50;32;71;705
EA198;<3468, 5, 958>;False;1;681;0;0;1;50;3588;11;3457;33;9;3086;29;807;76;32;1942;61;1863;76;48;80;43;21;1458
EA195;<3468, 5, 958>;False;91;661;120;-30;1;50;3305;58;1955;45;73;2235;37;1098;34;25;1352;58;3024;42;60;0;0;100;855
EA188;<3468, 5, 958>;True;559;873;680;-130;9;10.21;1869;71;2116;48;42;1831;15;396;64;56;2548;26;2612;76;51;90;99;0;2400
EA187;<3468, 5, 958>;False;1;675;0;0;1;50;1552;32;3367;5;55;1521;57;2143;63;44;1183;17;2544;45;32;35;38;80;1594
EA185;<3468, 5, 958>;False;101;682;140;-40;1;50;1267;71;945;75;60;2715;14;984;59;34;1815;82;1818;20;45;37;23;2;3803
EA178;<3468, 5, 958>;False;131;732;200;-70;1;50;1962;71;1878;41;56;3287;32;1746;95;65;1417;60;3462;38;69;0;54;100;100
EA181;<3468, 5, 958>;False;91;671;120;-30;1;50;3468;19;3933;43;84;2804;32;1713;49;56;2643;81;2466;62;53;100;100;98;100
EA162;<3468, 5, 958>;False;101;772;140;-40;1;50;2825;38;2636;65;64;2872;25;1976;66;59;2346;64;3309;33;53;21;0;99;1823
EA149;<3468, 5, 958>;False;161;622;200;-40;1;50;3161;33;2801;59;55;2129;13;1317;57;44;2109;25;2793;60;31;22;7;89;805
EA145;<3468, 5, 958>;True;131;562;120;0;11;8.73;3475;35;2751;65;94;3533;30;785;58;34;2090;41;2723;61;54;6;0;100;1220
EA139;<3468, 5, 958>;False;101;737;160;-60;1;50;3210;67;2331;102;99;3134;30;489;79;18;2027;33;2237;32;62;17;11;96;625
EA137;<3468, 5, 958>;False;111;914;200;-90;1;50;2087;55;1692;70;38;3335;28;1284;70;52;2317;68;2099;19;26;88;62;17;508
EA129;<3468, 5, 958>;False;91;850;160;-70;1;50;2601;88;1829;41;74;3555;31;1983;98;53;2249;42;3664;40;40;37;24;52;1188
EA134;<3468, 5, 958>;False;208;746;320;-130;18;5.19;2505;70;999;37;79;4000;21;619;81;117;1252;5;4000;16;42;24;59;23;1029
EA128;<3468, 5, 958>;False;71;731;140;-70;1;50;2364;29;2003;64;69;2562;24;2427;97;75;1304;22;2783;44;41;67;48;80;696
EA121;<3468, 5, 958>;False;81;731;120;-40;1;50;1074;60;1235;39;45;2866;31;1839;82;68;1864;49;2112;59;42;8;1;94;1187
EA115;<3468, 5, 958>;False;41;719;80;-40;1;50;2087;55;1692;70;38;3335;28;1284;70;52;2317;68;2099;19;26;88;62;17;508
EA102;<3468, 5, 958>;False;121;678;200;-80;1;50;1162;53;1845;17;31;3159;20;1073;85;52;2831;54;1064;31;17;44;13;57;887
EA97;<3468, 5, 958>;False;181;848;240;-60;1;50;2425;59;2859;83;85;3003;23;1930;93;71;1921;66;3871;29;62;100;95;99;145
EA96;<3468, 5, 958>;False;131;795;200;-70;1;50;3921;5;3993;55;100;2721;34;1675;45;55;1810;70;2945;53;70;87;58;11;1320
EA70;<3468, 5, 958>;True;316;564;320;-20;16;6.05;2842;43;2745;64;64;2873;7;3291;18;35;2167;25;2743;60;32;63;72;33;401
EA53;<3468, 5, 958>;False;543;961;780;-300;63;1.47;3416;21;3133;69;69;1515;9;1823;44;56;1610;55;2405;27;30;2;0;100;500
EA68;<3468, 5, 958>;True;112;405;100;0;12;7.61;3028;92;1769;72;81;4000;21;1904;108;76;3700;72;100;98;52;96;53;86;267
EA55;<3468, 5, 958>;True;173;426;180;-20;13;7.41;2155;26;1703;85;48;3387;20;1892;96;77;2363;56;2332;64;53;60;40;77;762
EA41;<3468, 5, 958>;False;81;709;140;-60;1;50;3744;100;1577;84;95;2705;12;2914;42;49;3887;62;1431;71;60;42;37;56;849
EA30;<3468, 5, 958>;True;157;599;160;-10;7;12.44;2752;52;2393;87;23;3126;14;2652;60;64;2714;95;3005;50;47;66;67;48;571
EA189;<3468, 5, 958>;False;571;2132;900;-330;1;50;1760;75;2253;77;81;2999;17;689;77;31;1893;61;1835;56;28;31;30;32;517
EA194;<3468, 5, 958>;False;121;786;200;-80;1;50;4000;5;3960;67;93;2121;42;1743;62;60;2504;46;2308;39;25;3;0;100;1450
EA185;<3468, 5, 958>;False;1;651;0;0;1;50;2693;69;1849;82;54;2368;12;2387;42;53;2651;74;2857;51;62;54;29;15;1530
EA166;<3468, 5, 958>;True;144;489;140;-10;14;6.57;1162;53;1845;17;31;3159;20;1073;85;52;2831;54;1064;31;17;44;13;57;887
EA149;<3468, 5, 958>;True;188;681;200;-20;8;11.23;2737;96;1026;43;76;3466;24;783;45;34;2745;46;2178;77;55;60;37;74;742
EA147;<3468, 5, 958>;True;97;324;80;0;17;5.46;2845;92;1036;36;71;4000;19;2171;106;75;3288;77;1088;78;52;97;83;23;1029
EA143;<3468, 5, 958>;True;217;377;180;0;37;2.56;2484;59;1601;73;74;3001;7;3783;15;41;2706;71;2652;55;67;40;49;45;275
EA131;<3468, 5, 958>;True;138;536;120;0;18;5.26;2502;62;2765;83;57;3632;19;2923;100;80;2704;71;2615;59;51;79;78;87;204
EA111;<3468, 5, 958>;True;195;476;200;-20;15;6.26;1366;96;1188;58;81;3194;16;2196;57;64;1710;18;3177;43;53;7;39;0;100
EA93;<3468, 5, 958>;False;121;702;160;-40;1;50;2211;69;1569;53;21;3066;39;1744;82;57;2271;68;1964;7;17;87;61;7;478
EA92;<3468, 5, 958>;False;61;715;100;-40;1;50;2361;69;2267;37;62;3503;36;195;31;43;2576;9;2856;74;26;33;14;87;473
EA88;<3468, 5, 958>;True;126;358;120;-10;16;5.99;2090;33;1784;83;53;3158;10;3155;25;46;3438;56;1415;62;58;54;39;69;700
EA77;<3468, 5, 958>;False;101;653;140;-40;1;50;3304;40;2782;64;87;1860;16;497;63;55;2571;26;2574;75;51;22;24;70;959
EA59;<3468, 5, 958>;True;153;604;160;-20;13;7.23;2709;93;1181;46;76;3729;24;118;19;14;3202;36;1344;103;50;98;57;33;834
EA64;<3468, 5, 958>;True;139;338;100;0;39;2.41;1541;64;1425;5;49;2118;6;1278;62;53;3185;58;1131;40;16;20;5;80;735
EA49;<3468, 5, 958>;False;21;725;40;-20;1;50;2127;37;1799;56;29;2296;53;157;13;5;1825;94;2777;39;39;27;15;74;1327
EA39;<3468, 5, 958>;False;161;915;220;-60;1;50;980;92;1461;116;97;3800;27;2025;103;60;3277;48;1868;56;56;0;7;0;398
EA42;<3468, 5, 958>;True;247;556;240;-20;27;3.6;1643;81;2263;80;85;2896;9;2938;18;47;3011;53;1437;54;54;3;41;4;100
EA43;<3468, 5, 958>;True;199;414;180;-10;29;3.3;3477;70;3597;21;78;3145;9;3249;15;40;2203;12;3208;62;47;67;3;100;1252
EA30;<3468, 5, 958>;False;61;695;120;-60;1;50;2489;59;1598;73;74;2930;19;2758;64;72;2739;71;2604;56;67;74;63;92;235
EA29;<3468, 5, 958>;False;1;682;0;0;1;50;2829;104;853;33;71;3190;21;1905;84;62;1290;76;4000;5;85;53;45;54;1033
EA17;<3468, 5, 958>;False;61;709;120;-60;1;50;2118;70;2266;55;44;2252;36;2174;55;86;2618;76;2181;44;40;100;100;100;100
EA13;<3468, 5, 958>;False;141;865;200;-60;1;50;2421;38;2235;65;44;3658;21;968;34;25;3928;74;996;53;76;17;48;1;100
EA9;<3468, 5, 958>;False;231;820;320;-90;1;50;2530;46;2456;61;57;2307;17;340;62;48;2316;48;2562;50;59;0;0;100;976
EA3;<3468, 5, 958>;False;61;676;80;-20;1;50;3981;68;3982;5;76;3133;46;2628;44;62;3024;17;495;45;80;100;0;0;4000
EA4;<3468, 5, 958>;True;118;207;80;0;38;2.53;1431;86;648;74;22;3289;6;3397;17;44;3561;60;1496;66;58;20;30;73;786
