Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
EA35;<3468, 5, 958>;False;1;661;0;0;1;50;1458;60;1086;34;40;3023;24;1973;73;71;1226;48;2556;37;61;96;34;80;1207
EA30;<3468, 5, 958>;False;61;756;120;-60;1;50;3113;78;1329;42;73;3773;28;314;48;39;896;62;3241;44;77;100;96;0;1539
EA23;<3468, 5, 958>;False;121;778;160;-40;1;50;2354;70;1424;39;64;3092;28;1906;86;69;3271;76;1100;77;51;100;96;27;772
EA26;<3468, 5, 958>;False;71;714;100;-30;1;50;2522;63;2293;85;40;2494;30;2051;79;65;2447;41;3867;44;42;72;81;69;648
EA19;<3468, 5, 958>;False;101;769;160;-60;1;50;1566;55;1705;26;41;4000;27;1057;74;53;2243;76;3014;82;73;100;95;88;248
EA6;<3468, 5, 958>;False;171;867;260;-90;1;50;2845;92;1036;36;71;4000;19;2171;106;75;3288;77;1088;78;52;97;83;23;1029
EA11;<3468, 5, 958>;False;51;524;80;-30;1;50;2739;25;2006;50;45;2165;13;1567;35;68;1377;43;1617;29;37;36;34;53;677
EA199;<3468, 5, 958>;True;157;474;140;0;17;5.62;1904;78;1156;59;22;3498;14;3406;21;45;2761;65;1791;27;31;76;56;16;587
EA194;<3468, 5, 958>;False;1;663;0;0;1;50;1186;82;582;74;14;2125;46;771;48;66;2689;91;2507;53;46;80;55;44;980
EA189;<3468, 5, 958>;False;21;644;20;0;1;50;2832;44;3150;47;44;964;47;2404;49;19;1563;59;2896;32;35;72;1;7;2211
EA187;<3468, 5, 958>;True;211;647;220;-20;11;8.26;2258;56;1012;58;65;3114;24;1456;87;63;487;32;100;16;27;67;56;36;423
EA181;<3468, 5, 958>;False;41;656;80;-40;1;50;2131;34;1511;60;12;2423;39;2003;14;48;2449;62;2920;72;70;80;5;16;1920
EA163;<3468, 5, 958>;False;1;624;0;0;1;50;2386;76;1931;110;9;2998;31;2566;56;63;2413;46;2322;67;41;47;36;74;2609
EA118;<3468, 5, 958>;True;202;438;180;-10;32;2.98;1721;77;2245;78;82;3121;9;3360;14;41;3472;57;1387;62;59;14;39;20;276
EA107;<3468, 5, 958>;False;111;764;120;-10;1;50;4000;5;4000;68;94;2665;39;1612;65;56;2136;17;2583;67;32;32;3;77;1080
EA88;<3468, 5, 958>;False;81;786;120;-40;1;50;990;11;3662;12;33;3240;39;1875;64;58;1956;25;3213;33;57;11;86;12;1487
EA85;<3468, 5, 958>;False;1;679;0;0;1;50;2614;48;3637;20;61;3605;67;1929;52;55;3912;5;100;40;111;33;73;18;1379
EA66;<3468, 5, 958>;False;1;764;0;0;1;50;2117;30;1663;56;62;152;37;3952;143;5;2221;12;3499;90;71;53;27;58;2242
EA60;<3468, 5, 958>;False;71;708;100;-30;1;50;2633;27;2233;62;33;3826;26;224;41;21;2116;5;2547;86;8;0;0;100;1367
EA49;<3468, 5, 958>;False;111;752;160;-50;1;50;2246;35;1766;56;14;2331;42;693;21;15;1687;108;3128;44;44;99;77;0;225
EA43;<3468, 5, 958>;False;1;708;0;0;1;50;3884;6;3882;54;82;2696;69;1081;56;68;2563;28;2703;62;24;25;72;0;3810
EA37;<3468, 5, 958>;False;31;785;60;-30;1;50;1644;84;1770;66;72;3213;44;2348;44;58;2967;18;719;47;78;100;0;0;3713
EA32;<3468, 5, 958>;False;91;738;140;-50;1;50;498;124;498;64;108;3587;39;468;32;18;2255;26;2639;52;32;33;2;18;3573
EA31;<3468, 5, 958>;False;91;728;120;-30;1;50;2534;18;2161;55;15;2515;42;772;28;19;1916;88;2842;34;39;100;79;0;118
EA1;<3468, 5, 958>;False;81;724;120;-40;1;50;1962;71;1878;41;56;3287;32;1746;95;65;1417;60;3462;38;69;0;54;100;100
EA0;<3468, 5, 958>;True;292;613;300;-30;22;4.37;1538;57;1683;23;41;2117;6;1259;62;53;2851;58;1303;38;23;16;0;91;567
EA14;<3468, 5, 958>;False;41;523;80;-40;1;50;1423;15;1042;98;18;2092;14;1570;53;59;2735;92;2312;74;62;17;96;3;3589
EA170;<3468, 5, 958>;False;81;772;120;-40;1;50;1725;16;1287;85;43;1967;35;2545;73;68;2633;41;2672;68;83;92;72;68;582
EA172;<3468, 5, 958>;True;132;467;120;0;12;7.65;2348;44;2069;88;43;3076;18;2302;85;77;2334;76;1666;55;53;93;36;92;926
EA175;<3468, 5, 958>;True;160;266;120;0;40;2.36;3226;94;2562;111;92;3963;5;3590;93;65;2446;86;3652;36;50;96;47;100;100
EA159;<3468, 5, 958>;False;91;856;140;-50;1;50;2293;30;2513;31;28;3001;41;1688;65;49;100;5;3420;68;82;0;0;99;3183
EA158;<3468, 5, 958>;False;71;798;140;-70;1;50;2219;27;2255;54;24;2847;31;968;29;32;1839;63;2856;60;27;82;44;35;687
EA150;<3468, 5, 958>;True;192;635;220;-40;12;7.71;3126;23;3075;83;83;3161;22;1592;92;68;1511;13;3213;49;40;66;49;78;673
EA131;<3468, 5, 958>;False;121;734;160;-40;1;50;2635;82;2023;42;70;3753;30;1951;102;56;2408;39;3841;43;42;0;50;100;100
EA129;<3468, 5, 958>;False;1;634;0;0;1;50;2343;74;924;54;50;3489;26;914;88;57;2921;82;2948;84;61;100;46;94;946
EA105;<3468, 5, 958>;False;1;759;0;0;1;50;3772;5;3619;82;90;1504;9;1833;44;57;2056;68;3289;46;42;52;64;39;1089
EA112;<3468, 5, 958>;True;123;487;120;-10;13;7.43;3293;75;2796;96;89;3590;24;2841;79;66;2427;111;4000;25;61;77;50;78;588
EA56;<3468, 5, 958>;False;121;829;220;-100;1;50;2088;72;2802;59;71;3177;19;1513;109;66;581;5;4000;5;78;93;85;82;394
EA53;<3468, 5, 958>;False;151;836;200;-50;1;50;3264;41;2554;63;82;3868;24;100;41;18;2093;42;2714;61;54;30;5;79;1005
EA47;<3468, 5, 958>;False;1;801;0;0;1;50;1552;32;3367;5;55;1521;57;2143;63;44;1183;17;2544;45;32;35;38;80;1594
EA38;<3468, 5, 958>;True;304;796;340;-50;14;6.92;3153;12;3586;27;16;3373;24;100;93;16;1679;76;1614;91;50;81;8;0;2647
EA42;<3468, 5, 958>;False;1;645;0;0;1;50;2205;32;1718;50;13;2069;23;627;59;35;4000;63;1564;84;8;77;65;30;1684
EA28;<3468, 5, 958>;True;210;748;220;-20;10;9.37;2633;27;2233;62;33;3826;26;224;41;21;2116;5;2547;86;8;0;0;100;1367
EA12;<3468, 5, 958>;False;554;905;840;-300;14;6.6;602;32;168;60;35;1424;6;2301;39;94;2029;18;2496;63;31;32;7;75;950
EA8;<3468, 5, 958>;False;1;666;0;0;1;50;2551;72;956;56;52;3107;72;3118;26;49;877;78;2808;39;85;82;59;33;2124
EA3;<3468, 5, 958>;False;61;611;120;-60;1;50;2581;56;2391;83;41;2795;14;2085;76;70;2739;76;2126;50;41;52;46;73;813
EA196;<3468, 5, 958>;False;101;751;160;-60;1;50;3969;5;3934;57;84;3101;26;1574;85;65;2414;11;2731;77;25;57;40;86;673
EA193;<3468, 5, 958>;False;131;830;200;-70;1;50;2594;26;2092;63;63;2583;21;1767;60;47;2888;62;1298;39;25;25;16;78;1186
EA184;<3468, 5, 958>;False;121;793;180;-60;1;50;3237;75;946;48;82;4000;33;924;105;52;2992;83;2990;87;62;75;28;20;1237
EA186;<3468, 5, 958>;False;81;613;120;-40;1;50;3199;20;3168;64;48;2165;12;1547;65;50;2808;71;1576;64;46;43;33;70;798
EA176;<3468, 5, 958>;False;61;713;100;-40;1;50;1074;60;1235;39;45;2866;31;1839;82;68;1864;49;2112;59;42;8;1;94;1187
EA183;<3468, 5, 958>;True;108;442;100;-10;18;5.31;2494;60;2377;86;39;3034;18;2388;82;77;2843;89;2558;58;51;76;82;68;679
EA169;<3468, 5, 958>;False;91;713;120;-30;1;50;2076;75;1350;55;23;2906;44;1713;70;51;2288;68;1975;5;17;88;60;7;540
EA168;<3468, 5, 958>;False;31;612;60;-30;1;50;950;100;100;59;5;1340;38;2209;57;34;2193;75;2526;29;38;73;31;16;1436
EA160;<3468, 5, 958>;False;41;826;40;0;1;50;2610;65;498;16;77;3350;62;2196;42;66;1291;14;4000;16;47;49;71;12;1240
EA162;<3468, 5, 958>;False;1;667;0;0;1;50;2102;68;2702;48;57;1996;37;1662;18;27;2942;31;3810;63;71;56;30;32;1570
EA152;<3468, 5, 958>;True;139;354;100;0;39;2.43;3183;31;2795;69;49;2047;5;1284;5;79;100;32;2678;75;39;18;63;4;2639
EA143;<3468, 5, 958>;False;1;661;0;0;1;50;3181;38;3484;82;14;3737;23;1580;99;71;2629;59;1835;71;44;44;25;88;2020
EA137;<3468, 5, 958>;False;41;594;80;-40;1;50;3161;33;2801;59;55;2129;13;1317;57;44;2109;25;2793;60;31;22;7;89;805
EA121;<3468, 5, 958>;False;111;980;200;-90;1;50;2188;62;2420;75;71;2943;8;3016;12;47;1842;44;2010;68;49;14;43;17;677
EA124;<3468, 5, 958>;False;31;662;60;-30;1;50;2133;57;1805;62;57;2855;29;1829;61;55;2347;59;4000;26;63;22;0;100;1872
EA106;<3468, 5, 958>;False;1;655;0;0;1;50;1294;21;3083;34;27;3502;27;205;55;17;2327;44;2577;65;53;25;54;36;1324
EA97;<3468, 5, 958>;False;31;668;40;-10;1;50;2392;35;2416;30;35;2624;50;1406;46;36;1829;45;2387;65;71;100;100;62;100
EA78;<3468, 5, 958>;False;91;739;120;-30;1;50;1995;76;2232;49;46;2057;40;2300;56;96;2303;70;1862;5;18;87;57;8;100
EA73;<3468, 5, 958>;False;271;761;300;-30;1;50;3180;29;3979;43;53;2125;45;1990;61;38;2022;64;2311;14;23;70;0;7;2366
EA61;<3468, 5, 958>;False;101;641;120;-20;1;50;3623;34;2930;68;97;2321;36;2077;53;46;3576;54;967;68;78;21;23;72;923
EA51;<3468, 5, 958>;False;111;702;180;-70;1;50;3199;28;3084;68;69;2904;20;2232;75;67;2346;71;2456;43;41;8;1;94;1180
EA41;<3468, 5, 958>;False;101;688;120;-20;1;50;2121;53;100;5;81;3502;50;1518;44;56;1154;30;3746;26;57;9;52;22;1004
EA10;<3468, 5, 958>;False;81;745;120;-40;1;50;2354;43;2086;88;43;2998;29;2031;78;65;2320;73;1753;40;42;89;51;38;681
EA5;<3468, 5, 958>;False;91;693;120;-30;1;50;2241;70;1130;54;52;3424;39;1357;68;88;755;98;3274;40;109;100;77;0;1460
EA198;<3468, 5, 958>;True;192;606;180;0;12;7.74;2926;48;2650;71;85;3702;24;382;51;27;2195;44;2615;64;53;74;63;88;455
EA178;<3468, 5, 958>;False;41;500;80;-40;1;50;3136;34;2774;58;52;2341;14;1704;67;57;1761;61;2447;35;36;5;6;94;621
EA173;<3468, 5, 958>;False;21;637;40;-20;1;50;1745;87;2533;85;87;2197;30;2532;86;73;1750;41;1098;29;43;0;30;18;283
EA177;<3468, 5, 958>;True;99;341;80;0;19;5.04;2088;72;2802;59;71;3177;19;1513;109;66;581;5;4000;5;78;93;85;82;394
EA165;<3468, 5, 958>;False;131;730;160;-30;1;50;1473;5;3910;42;53;3954;75;2277;70;83;3354;17;584;41;94;0;94;0;2959
EA148;<3468, 5, 958>;True;346;934;340;0;6;14.93;3129;35;2742;59;53;1923;12;1465;60;47;1741;59;2665;33;34;18;10;94;688
EA141;<3468, 5, 958>;False;1;664;0;0;1;50;1953;50;2135;55;67;2832;33;1902;75;66;1898;50;2048;61;42;85;49;39;1384
EA136;<3468, 5, 958>;False;121;739;180;-60;1;50;1214;34;1803;74;16;2043;17;1282;32;75;557;52;2547;64;45;70;25;0;1346
EA132;<3468, 5, 958>;False;1;673;0;0;1;50;1746;21;1642;90;36;3359;19;1824;96;77;2188;43;3066;82;12;92;74;57;766
EA108;<3468, 5, 958>;True;128;701;120;0;8;11.42;660;51;2061;40;39;3927;38;159;6;86;3184;17;626;41;110;50;0;0;4000
EA102;<3468, 5, 958>;False;81;670;120;-40;1;50;2357;65;1169;59;47;1910;28;1561;39;62;1607;81;3290;42;70;53;47;1;2088
EA104;<3468, 5, 958>;True;111;477;100;0;11;8.69;2494;60;2377;86;39;3034;18;2388;82;77;2843;89;2558;58;51;76;82;68;679
EA96;<3468, 5, 958>;False;1;629;0;0;1;50;3050;35;2796;71;56;2882;22;1646;92;73;195;29;2803;69;41;59;76;52;1308
EA89;<3468, 5, 958>;False;1;619;0;0;1;50;3873;92;1545;68;97;2050;19;2330;71;52;960;46;2724;47;63;89;17;43;1464
EA90;<3468, 5, 958>;False;91;572;120;-30;1;50;2408;54;1445;33;55;2132;19;1391;34;77;1640;47;2801;75;22;86;62;9;1713
EA86;<3468, 5, 958>;False;81;555;100;-20;1;50;1169;90;400;76;17;2343;14;1771;27;69;1847;55;2088;65;50;64;26;7;1284
EA76;<3468, 5, 958>;False;111;824;180;-70;1;50;2386;77;1392;48;63;2832;26;1994;70;72;100;42;3008;56;44;65;16;0;1419
EA81;<3468, 5, 958>;True;309;534;320;-30;19;4.96;1578;46;1631;40;39;1752;5;1071;51;44;2811;63;1492;45;30;0;0;96;577
EA75;<3468, 5, 958>;False;91;693;120;-30;1;50;3321;23;3353;83;91;2969;24;1638;97;71;1256;10;3485;38;48;48;27;85;788
EA71;<3468, 5, 958>;True;167;594;160;-10;17;5.46;2670;46;3827;22;57;4000;18;2266;112;81;2991;86;2267;67;46;100;100;91;100
EA65;<3468, 5, 958>;False;101;741;140;-40;1;50;3167;88;2223;124;122;3378;35;295;83;13;2147;7;2023;30;94;100;84;100;100
EA63;<3468, 5, 958>;False;91;785;160;-70;1;50;2051;78;969;56;45;3369;31;1205;87;114;1203;46;3485;36;66;60;76;0;1265
EA64;<3468, 5, 958>;False;1;634;0;0;1;50;1203;28;100;84;96;3062;37;573;74;44;2156;44;1931;45;36;46;39;53;2824
EA62;<3468, 5, 958>;True;131;427;120;0;11;8.35;1818;22;1265;80;45;4000;13;2035;117;77;2871;54;2094;71;71;97;84;14;1109
EA54;<3468, 5, 958>;True;131;483;120;0;11;8.36;2899;71;1691;57;61;3041;18;2366;81;76;2227;80;2773;53;59;72;80;76;568
EA50;<3468, 5, 958>;True;164;612;180;-30;14;6.79;2120;61;2076;61;60;3084;21;1603;95;62;1494;32;4000;15;70;31;10;97;1683
EA20;<3468, 5, 958>;True;112;344;100;0;12;7.71;2439;57;2867;34;43;3752;23;2141;102;74;2833;81;2201;53;39;86;55;0;585
EA13;<3468, 5, 958>;False;81;706;140;-60;1;50;2920;66;2311;35;51;3171;20;1586;59;54;2375;23;2980;55;59;94;58;39;521
EA188;<3468, 5, 958>;False;41;458;60;-20;1;50;2417;40;1495;43;44;2324;7;266;67;16;2128;55;3125;53;33;84;69;6;515
EA179;<3468, 5, 958>;True;188;399;160;0;28;3.46;1721;77;2245;78;82;3121;9;3360;14;41;3472;57;1387;62;59;14;39;20;276
EA166;<3468, 5, 958>;False;151;846;220;-70;1;50;3765;5;3636;80;90;3823;26;193;41;20;2163;11;2750;74;23;25;0;82;1060
EA167;<3468, 5, 958>;False;1;669;0;0;1;50;1235;30;2322;48;53;100;5;4000;5;95;636;27;3578;70;83;70;1;81;2269
EA154;<3468, 5, 958>;False;41;757;80;-40;1;50;2104;88;2373;60;22;2205;48;715;32;18;1662;108;3145;43;43;96;71;10;282
EA155;<3468, 5, 958>;True;153;667;140;0;13;7.27;1926;27;1379;86;40;3442;20;1926;96;78;2956;81;1715;78;57;94;78;56;691
EA147;<3468, 5, 958>;True;284;754;300;-30;14;6.8;2333;42;2027;83;39;2978;21;2091;76;68;2307;77;1726;54;52;100;91;0;100
EA146;<3468, 5, 958>;False;101;677;160;-60;1;50;3744;100;1577;84;95;2705;12;2914;42;49;3887;62;1431;71;60;42;37;56;849
EA144;<3468, 5, 958>;False;158;712;200;-80;38;2.49;1533;38;2077;72;29;1473;13;993;45;67;2008;84;3555;44;62;52;47;0;2087
EA125;<3468, 5, 958>;False;151;679;200;-50;1;50;2846;80;1776;70;90;2727;21;2896;55;72;2381;120;4000;16;58;79;68;76;415
EA117;<3468, 5, 958>;False;81;818;100;-20;1;50;1522;89;318;46;20;3306;61;2181;53;65;2088;49;3253;9;34;16;47;21;1240
EA116;<3468, 5, 958>;False;151;806;200;-50;1;50;4000;68;4000;5;77;3766;25;394;43;25;2394;19;2935;62;49;55;12;85;1018
EA98;<3468, 5, 958>;False;101;715;140;-40;1;50;2105;24;1612;76;32;2055;37;2068;56;72;2925;65;1867;67;61;87;55;61;674
EA94;<3468, 5, 958>;True;276;532;260;0;16;5.95;3289;31;2525;65;58;1956;10;1432;60;48;1917;59;2437;34;33;16;10;96;637
EA77;<3468, 5, 958>;False;51;714;80;-30;1;50;1379;83;1244;67;43;3078;47;1379;84;57;1916;65;1958;48;32;68;72;41;459
EA72;<3468, 5, 958>;False;51;660;100;-50;1;50;2381;61;2806;86;92;2948;24;1675;99;73;956;10;3807;23;61;94;88;93;221
EA69;<3468, 5, 958>;False;1;650;0;0;1;50;2336;23;1564;48;9;2610;37;100;5;5;1584;45;2719;54;54;47;31;12;2202
EA59;<3468, 5, 958>;False;91;664;140;-50;1;50;3471;59;1861;82;97;2956;22;1969;77;65;3667;67;1612;63;73;44;43;81;567
EA55;<3468, 5, 958>;False;1;652;0;0;1;50;2083;36;1190;77;51;1371;13;255;58;57;2129;43;2689;60;78;90;73;28;1166
EA44;<3468, 5, 958>;True;178;596;180;-10;8;11.09;1926;27;1379;86;40;3442;20;1926;96;78;2956;81;1715;78;57;94;78;56;691
EA34;<3468, 5, 958>;False;81;622;120;-40;1;50;2477;37;1717;51;38;1896;26;1942;72;55;2440;85;3135;29;37;63;62;23;356
EA24;<3468, 5, 958>;False;91;699;140;-50;1;50;1897;50;1784;43;59;3121;28;1914;87;69;2382;59;1738;66;46;97;85;23;987
EA21;<3468, 5, 958>;False;1;602;0;0;1;50;3970;85;1160;31;88;1537;42;828;68;104;2244;62;2248;70;47;59;49;58;721
EA182;<3468, 5, 958>;False;151;925;240;-90;1;50;2211;69;1569;53;21;3066;39;1744;82;57;2271;68;1964;7;17;87;61;7;478
EA197;<3468, 5, 958>;True;207;389;180;-10;37;2.57;1538;57;1683;23;41;2117;6;1259;62;53;2851;58;1303;38;23;16;0;91;567
EA149;<3468, 5, 958>;False;131;797;200;-70;1;50;1817;15;3980;7;35;2676;37;1825;53;57;2496;30;2388;47;46;79;82;46;142
EA126;<3468, 5, 958>;False;403;766;600;-210;13;7.15;422;76;206;72;50;1496;5;1862;80;52;1301;42;370;29;34;37;23;1;3885
EA114;<3468, 5, 958>;False;111;853;180;-70;1;50;100;31;100;93;66;2810;34;767;78;38;1338;44;982;37;35;49;45;5;2417
EA115;<3468, 5, 958>;False;1;655;0;0;1;50;2289;58;3117;65;71;2853;17;1534;93;62;1537;69;3803;18;66;57;76;32;1091
EA110;<3468, 5, 958>;False;61;690;80;-20;1;50;3863;8;3786;68;89;2313;40;1671;64;59;2873;5;2720;79;25;8;0;100;1400
EA46;<3468, 5, 958>;False;1;642;0;0;1;50;3439;34;4000;88;16;4000;28;1205;138;88;2804;85;1663;64;56;34;30;79;1577
EA45;<3468, 5, 958>;False;91;715;160;-70;1;50;2628;75;1951;65;83;3574;36;953;73;93;1252;5;4000;17;43;95;82;47;813
EA29;<3468, 5, 958>;False;41;751;40;0;1;50;2463;21;2065;55;14;2380;42;714;22;15;2158;68;2540;23;34;99;77;0;173
EA192;<3468, 5, 958>;False;141;1152;280;-140;1;50;2348;44;2069;88;43;3076;18;2302;85;77;2334;76;1666;55;53;93;36;92;926
EA195;<3468, 5, 958>;False;1;572;0;0;1;50;1770;28;2281;46;15;1816;37;1753;17;45;1593;115;3133;38;44;87;47;32;655
EA151;<3468, 5, 958>;False;71;714;120;-50;1;50;498;124;498;64;108;3587;39;468;32;18;2255;26;2639;52;32;33;2;18;3573
EA123;<3468, 5, 958>;False;81;765;120;-40;1;50;2255;52;311;19;72;2420;43;2417;63;67;2161;31;3136;50;70;60;65;47;791
EA109;<3468, 5, 958>;False;101;719;160;-60;1;50;1629;35;969;47;56;2239;26;2879;101;80;827;45;1792;33;44;47;53;33;300
EA101;<3468, 5, 958>;False;111;772;140;-30;1;50;754;5;4000;7;29;3555;38;100;80;5;2481;31;1319;51;77;71;29;0;2162
EA91;<3468, 5, 958>;False;81;754;140;-60;1;50;2426;50;3331;70;72;1888;14;1595;46;53;2083;112;4000;23;66;21;91;2;3451
EA93;<3468, 5, 958>;False;1;665;0;0;1;50;3873;92;1545;68;97;2050;19;2330;71;52;960;46;2724;47;63;89;17;43;1464
EA87;<3468, 5, 958>;False;101;801;140;-40;1;50;3117;56;1976;74;84;2860;36;399;26;12;3406;46;1989;72;54;28;4;79;1007
EA79;<3468, 5, 958>;False;71;712;120;-50;1;50;1715;41;1106;47;52;2577;38;2063;78;61;2046;60;1725;9;23;65;62;21;283
EA70;<3468, 5, 958>;False;81;684;140;-60;1;50;3282;62;2707;83;86;3861;24;161;41;19;2589;144;4000;7;64;66;40;78;678
EA57;<3468, 5, 958>;False;81;677;100;-20;1;50;3408;9;3473;47;84;2692;27;1599;63;39;1983;64;1912;29;26;6;22;73;1241
EA67;<3468, 5, 958>;True;159;226;100;0;59;1.57;1431;86;648;74;22;3289;6;3397;17;44;3561;60;1496;66;58;20;30;73;786
EA140;<3468, 5, 958>;False;131;760;180;-50;1;50;1473;5;3910;42;53;3954;75;2277;70;83;3354;17;584;41;94;0;94;0;2959
EA143;<3468, 5, 958>;True;152;579;160;-20;12;8.15;2533;66;2278;73;47;3347;23;2197;90;67;2548;55;3426;47;44;34;64;85;366
EA150;<3468, 5, 958>;True;187;367;160;0;27;3.59;1721;77;2245;78;82;3121;9;3360;14;41;3472;57;1387;62;59;14;39;20;276
EA148;<3468, 5, 958>;True;173;390;160;-10;23;4.18;1949;27;1464;81;44;4000;11;1974;124;77;2382;74;1704;56;54;98;100;0;1177
EA125;<3468, 5, 958>;False;101;821;160;-60;1;50;2877;83;1274;41;72;2802;23;1344;86;65;3063;68;1356;74;50;55;38;95;558
EA133;<3468, 5, 958>;True;166;487;160;-10;16;6.08;2659;46;3791;24;58;3167;22;1798;101;74;2392;63;2720;54;50;97;94;91;155
EA122;<3468, 5, 958>;False;121;759;200;-80;1;50;2117;71;2265;56;44;2129;37;2278;57;93;2607;74;2046;36;34;59;48;58;658
EA120;<3468, 5, 958>;True;155;514;140;0;15;6.35;1630;56;1724;26;42;4000;26;1011;72;52;2258;72;3093;78;70;100;99;86;262
EA111;<3468, 5, 958>;False;181;775;240;-60;1;50;1231;23;978;63;36;2303;43;601;17;11;2354;56;2759;48;57;100;79;0;198
EA109;<3468, 5, 958>;True;264;668;280;-30;14;6.82;4000;68;4000;5;77;3766;25;394;43;25;2394;19;2935;62;49;55;12;85;1018
EA87;<3468, 5, 958>;False;201;996;280;-80;1;50;3271;26;3196;76;81;2922;23;1630;95;69;1070;5;3799;39;53;25;14;91;712
EA90;<3468, 5, 958>;False;81;560;120;-40;1;50;2199;59;2387;73;70;2858;11;2770;23;47;2108;37;1457;49;39;24;22;57;1135
EA84;<3468, 5, 958>;False;41;771;60;-20;1;50;2030;77;1276;50;16;2843;32;1695;77;55;2023;66;2142;5;5;52;39;55;725
EA73;<3468, 5, 958>;False;151;823;180;-30;1;50;2827;40;2509;67;67;3733;24;342;48;25;2232;62;2647;53;74;5;4;99;1295
EA74;<3468, 5, 958>;False;111;743;160;-50;1;50;2995;23;3664;25;29;3218;25;100;88;5;1798;76;1673;88;49;73;0;0;3629
EA63;<3468, 5, 958>;False;1;683;0;0;1;50;2908;108;769;29;73;3244;20;1955;81;60;3063;68;1205;56;36;60;48;50;1108
EA47;<3468, 5, 958>;True;161;794;160;-10;11;8.91;3154;68;2756;87;80;3427;28;2523;75;61;451;21;3507;61;78;0;0;100;4000
EA23;<3468, 5, 958>;False;101;655;120;-20;1;50;1420;17;1485;98;29;2144;35;1558;18;18;2556;99;2072;76;64;100;100;93;100
EA31;<3468, 5, 958>;True;104;283;80;0;24;4.02;2352;43;2121;89;41;3060;15;2642;84;82;633;35;223;19;29;70;53;44;494
EA28;<3468, 5, 958>;True;167;278;100;0;67;1.38;1431;86;648;74;22;3289;6;3397;17;44;3561;60;1496;66;58;20;30;73;786
EA5;<3468, 5, 958>;False;201;865;360;-160;1;50;3094;28;3319;59;69;1465;15;526;72;64;2336;18;2473;54;31;30;1;78;1053
EA6;<3468, 5, 958>;False;121;725;160;-40;1;50;2635;82;2023;42;70;3753;30;1951;102;56;2408;39;3841;43;42;0;50;100;100
EA12;<3468, 5, 958>;True;242;393;200;-20;62;1.49;3226;94;2562;111;92;3963;5;3590;93;65;2446;86;3652;36;50;96;47;100;100
EA196;<3468, 5, 958>;True;215;873;240;-40;15;6.47;2486;50;1573;69;63;3503;21;1125;68;52;2515;73;2607;73;59;90;100;89;100
EA189;<3468, 5, 958>;True;192;439;180;-10;22;4.28;1979;74;1834;64;81;3374;12;2569;33;62;3075;47;1854;53;55;11;34;19;100
EA184;<3468, 5, 958>;True;155;270;100;0;55;1.71;3183;31;2795;69;49;2047;5;1284;5;79;100;32;2678;75;39;18;63;4;2639
EA170;<3468, 5, 958>;False;161;787;200;-40;1;50;2437;56;2859;34;43;3301;36;999;57;94;3102;45;2391;54;46;91;32;42;681
EA177;<3468, 5, 958>;True;203;405;160;-10;53;1.76;1721;77;2245;78;82;3121;9;3360;14;41;3472;57;1387;62;59;14;39;20;276
EA155;<3468, 5, 958>;False;181;820;260;-80;1;50;2502;54;2837;88;87;2914;23;1968;88;73;2065;74;3022;31;65;100;100;100;100
EA163;<3468, 5, 958>;True;194;553;180;0;14;6.87;3753;20;2678;64;63;2992;18;519;82;31;2391;60;1694;58;38;85;4;73;1262
EA138;<3468, 5, 958>;True;97;287;80;0;17;5.6;2494;60;2377;86;39;3034;18;2388;82;77;2843;89;2558;58;51;76;82;68;679
EA123;<3468, 5, 958>;True;129;555;140;-20;9;10.39;1750;46;1788;49;49;3499;31;2135;106;66;1629;56;2071;65;45;80;47;8;1211
EA116;<3468, 5, 958>;False;91;703;140;-50;1;50;1976;70;1771;81;55;2802;29;1545;110;81;1592;75;4000;6;77;28;37;75;714
EA117;<3468, 5, 958>;False;1;672;0;0;1;50;2748;88;1224;51;57;3352;26;2426;73;67;2785;59;1796;71;45;56;45;64;2301
EA61;<3468, 5, 958>;False;61;755;100;-40;1;50;3587;63;2446;71;93;2729;30;1566;62;55;2500;53;2655;52;66;93;79;19;1107
EA64;<3468, 5, 958>;False;1;670;0;0;1;50;2507;22;2202;84;41;2059;9;1321;6;70;100;5;3050;72;26;5;57;0;3022
EA56;<3468, 5, 958>;False;81;644;100;-20;1;50;2357;65;1169;59;47;1910;28;1561;39;62;1607;81;3290;42;70;53;47;1;2088
EA39;<3468, 5, 958>;False;1;679;0;0;1;50;3703;12;4000;18;7;3465;25;100;95;8;2148;57;2168;69;55;65;29;26;1359
EA36;<3468, 5, 958>;True;138;247;100;0;38;2.49;3226;94;2562;111;92;3963;5;3590;93;65;2446;86;3652;36;50;96;47;100;100
EA18;<3468, 5, 958>;False;101;692;140;-40;1;50;2635;82;2023;42;70;3753;30;1951;102;56;2408;39;3841;43;42;0;50;100;100
EA0;<3468, 5, 958>;False;428;825;600;-200;28;3.42;602;32;168;60;35;1424;6;2301;39;94;2029;18;2496;63;31;32;7;75;950
